YEAR,MONTH,DAY,DAY_OF_WEEK,FLIGHT_NUMBER,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,9,13,7,1110,1755,1751,-4,24,1815,93,100,66,404,1921,10,1928,1931,3,0,0,NA,NA,NA,NA,NA
2015,5,31,7,1265,1250,1250,0,17,1307,67,63,38,214,1345,8,1357,1353,-4,0,0,NA,NA,NA,NA,NA
2015,6,15,1,4627,1942,2046,64,35,2121,125,154,105,645,2306,14,2147,2320,93,0,0,29,0,9,0,55
2015,2,11,3,1062,1850,1913,23,12,1925,185,180,159,1250,2304,9,2255,2313,18,0,0,0,0,0,18,0
2015,11,17,2,1589,1850,1941,51,12,1953,135,133,109,825,2142,12,2105,2154,49,0,0,0,0,0,0,49
2015,2,23,1,542,1240,1239,-1,7,1246,120,113,100,735,1426,6,1440,1432,-8,0,0,NA,NA,NA,NA,NA
2015,8,2,7,4314,1803,1853,50,10,1903,100,84,67,419,2010,7,1943,2017,34,0,0,0,0,0,34,0
2015,2,24,2,24,630,708,38,15,723,315,328,308,2475,1531,5,1445,1536,51,0,0,13,0,38,0,0
2015,6,10,3,4704,710,NA,NA,NA,NA,180,NA,NA,1107,NA,NA,1010,NA,NA,0,1,NA,NA,NA,NA,NA
2015,8,18,2,5356,1200,1155,-5,8,1203,102,91,76,508,1319,7,1342,1326,-16,0,0,NA,NA,NA,NA,NA
2015,2,10,2,579,2245,2241,-4,17,2258,256,269,246,2077,604,6,601,610,9,0,0,NA,NA,NA,NA,NA
2015,6,1,1,4615,1738,1755,17,14,1809,116,113,92,566,1941,7,1934,1948,14,0,0,NA,NA,NA,NA,NA
2015,7,11,6,3439,1730,1755,25,24,1819,180,196,163,1242,2302,9,2230,2311,41,0,0,16,0,18,7,0
2015,1,17,6,667,1040,1033,-7,10,1043,80,77,55,328,1138,12,1200,1150,-10,0,0,NA,NA,NA,NA,NA
2015,9,28,1,1425,1735,1748,13,8,1756,70,69,54,362,1850,7,1845,1857,12,0,0,NA,NA,NA,NA,NA
2015,1,22,4,5981,947,940,-7,9,949,58,45,32,173,1021,4,1045,1025,-20,0,0,NA,NA,NA,NA,NA
2015,6,12,5,530,545,NA,NA,NA,NA,130,NA,NA,793,NA,NA,755,NA,NA,0,1,NA,NA,NA,NA,NA
2015,1,14,3,4374,1245,NA,NA,NA,NA,210,NA,NA,1184,NA,NA,1515,NA,NA,0,1,NA,NA,NA,NA,NA
2015,6,15,1,871,1950,1947,-3,13,2000,170,157,136,1062,2116,8,2140,2124,-16,0,0,NA,NA,NA,NA,NA
2015,11,15,7,3137,1335,1333,-2,9,1342,150,166,152,1009,1714,5,1705,1719,14,0,0,NA,NA,NA,NA,NA
2015,12,31,4,146,655,650,-5,20,710,325,296,268,2611,1438,8,1520,1446,-34,0,0,NA,NA,NA,NA,NA
2015,12,30,3,2880,625,621,-4,9,630,175,160,144,1011,854,7,920,901,-19,0,0,NA,NA,NA,NA,NA
2015,6,29,1,2761,2210,2241,31,15,2256,140,134,108,861,44,11,30,55,25,0,0,0,0,25,0,0
2015,12,5,6,1366,1957,1946,-11,10,1956,69,56,42,205,2038,4,2106,2042,-24,0,0,NA,NA,NA,NA,NA
2015,9,11,5,1271,1711,1708,-3,13,1721,102,80,58,413,1819,9,1853,1828,-25,0,0,NA,NA,NA,NA,NA
2015,10,28,3,3113,1157,1225,28,13,1238,132,119,100,642,1318,6,1309,1324,15,0,0,15,0,0,0,0
2015,3,10,2,1757,755,749,-6,13,802,141,130,113,861,955,4,1016,959,-17,0,0,NA,NA,NA,NA,NA
2015,11,15,7,1288,1548,1552,4,9,1601,302,298,281,2338,2242,8,2250,2250,0,0,0,NA,NA,NA,NA,NA
2015,6,2,2,1124,2025,2020,-5,17,2037,279,255,230,1721,2227,8,2304,2235,-29,0,0,NA,NA,NA,NA,NA
2015,4,28,2,737,1257,1253,-4,32,1325,148,153,116,862,1421,5,1425,1426,1,0,0,NA,NA,NA,NA,NA
2015,1,7,3,108,45,43,-2,15,58,204,194,174,1448,452,5,509,457,-12,0,0,NA,NA,NA,NA,NA
2015,9,1,2,1712,1445,1439,-6,11,1450,274,266,253,2075,2203,2,2219,2205,-14,0,0,NA,NA,NA,NA,NA
2015,7,5,7,478,1625,1633,8,14,1647,70,71,53,342,1740,4,1735,1744,9,0,0,NA,NA,NA,NA,NA
2015,5,22,5,3301,1425,1434,9,8,1442,105,100,87,580,1509,5,1510,1514,4,0,0,NA,NA,NA,NA,NA
2015,2,18,3,1128,1710,1705,-5,8,1713,155,175,133,927,1926,34,1945,2000,15,0,0,15,0,0,0,0
2015,3,25,3,2781,1335,1329,-6,10,1339,46,41,25,119,1404,6,1421,1410,-11,0,0,NA,NA,NA,NA,NA
2015,4,23,4,2337,1300,1323,23,8,1331,144,122,106,802,1517,8,1524,1525,1,0,0,NA,NA,NA,NA,NA
2015,10,2,5,6356,1845,1841,-4,20,1901,111,105,79,599,2120,6,2136,2126,-10,0,0,NA,NA,NA,NA,NA
2015,1,22,4,1970,1320,1318,-2,25,1343,82,85,55,361,1438,5,1442,1443,1,0,0,NA,NA,NA,NA,NA
2015,8,25,2,2525,1859,1854,-5,14,1908,66,61,33,134,2041,14,2105,2055,-10,0,0,NA,NA,NA,NA,NA
2015,8,20,4,341,825,1152,207,13,1205,75,62,45,270,1250,4,940,1254,194,0,0,0,0,194,0,0
2015,12,2,3,1933,1001,1048,47,22,1110,168,187,158,1189,1448,7,1349,1455,66,0,0,19,0,47,0,0
2015,3,24,2,1035,803,800,-3,8,808,40,29,18,68,826,3,843,829,-14,0,0,NA,NA,NA,NA,NA
2015,12,24,4,5206,912,912,0,151,1143,66,200,45,223,1228,4,1018,1232,134,0,0,134,0,0,0,0
2015,7,7,2,1104,2030,2127,57,12,2139,138,130,110,853,29,8,2348,37,49,0,0,0,0,0,49,0
2015,8,12,3,161,905,857,-8,39,936,355,363,311,2454,1147,13,1200,1200,0,0,0,NA,NA,NA,NA,NA
2015,1,21,3,1252,1036,1026,-10,7,1033,167,155,145,1102,1258,3,1323,1301,-22,0,0,NA,NA,NA,NA,NA
2015,6,8,1,1366,1720,1722,2,30,1752,204,187,152,1096,2024,5,2044,2029,-15,0,0,NA,NA,NA,NA,NA
2015,12,26,6,646,1450,1501,11,18,1519,163,150,127,1107,1826,5,1833,1831,-2,0,0,NA,NA,NA,NA,NA
2015,7,19,7,1626,2105,2343,158,28,11,75,90,56,370,107,6,2220,113,173,0,0,15,0,19,139,0
2015,1,28,3,3071,1812,1828,16,10,1838,198,182,151,999,2009,21,2030,2030,0,0,0,NA,NA,NA,NA,NA
2015,3,30,1,4630,1907,1902,-5,14,1916,54,54,35,201,1951,5,2001,1956,-5,0,0,NA,NA,NA,NA,NA
2015,4,29,3,5266,2000,2010,10,19,2029,113,99,77,529,2146,3,2153,2149,-4,0,0,NA,NA,NA,NA,NA
2015,7,1,3,1221,1700,1815,75,15,1830,65,52,33,190,1903,4,1805,1907,62,0,0,0,0,8,54,0
2015,12,23,3,397,2121,2113,-8,9,2122,43,39,27,163,2149,3,2204,2152,-12,0,0,NA,NA,NA,NA,NA
2015,10,18,7,5478,2210,2213,3,18,2231,55,44,23,113,2254,3,2305,2257,-8,0,0,NA,NA,NA,NA,NA
2015,8,4,2,1412,2115,2108,-7,11,2119,255,241,224,1703,2303,6,2330,2309,-21,0,0,NA,NA,NA,NA,NA
2015,2,5,4,2063,1450,1535,45,25,1600,85,84,54,361,1654,5,1615,1659,44,0,0,0,0,44,0,0
2015,8,17,1,738,1544,1555,11,17,1612,200,200,178,1123,1710,5,1704,1715,11,0,0,NA,NA,NA,NA,NA
2015,10,11,7,1980,1636,1627,-9,11,1638,170,162,139,937,1857,12,1926,1909,-17,0,0,NA,NA,NA,NA,NA
2015,12,4,5,4517,1727,1723,-4,15,1738,98,80,60,370,1738,5,1805,1743,-22,0,0,NA,NA,NA,NA,NA
2015,7,5,7,5345,1454,1454,0,10,1504,62,49,32,157,1436,7,1456,1443,-13,0,0,NA,NA,NA,NA,NA
2015,5,11,1,760,1000,1003,3,15,1018,309,293,276,2092,1154,2,1209,1156,-13,0,0,NA,NA,NA,NA,NA
2015,4,27,1,4659,2135,2128,-7,12,2140,82,77,61,370,2241,4,2257,2245,-12,0,0,NA,NA,NA,NA,NA
2015,5,28,4,1644,1028,1035,7,14,1049,82,77,57,326,1146,6,1150,1152,2,0,0,NA,NA,NA,NA,NA
2015,5,13,3,98,1520,1639,79,27,1706,94,93,64,447,1810,2,1654,1812,78,0,0,0,0,2,76,0
2015,7,31,5,3160,1520,1516,-4,10,1526,110,94,80,551,1546,4,1610,1550,-20,0,0,NA,NA,NA,NA,NA
2015,9,13,7,589,1116,1107,-9,15,1122,214,207,186,1399,1228,6,1250,1234,-16,0,0,NA,NA,NA,NA,NA
2015,1,22,4,717,1042,1039,-3,14,1053,71,61,42,187,1135,5,1153,1140,-13,0,0,NA,NA,NA,NA,NA
2015,1,15,4,3242,2155,2149,-6,14,2203,48,51,32,181,2235,5,2243,2240,-3,0,0,NA,NA,NA,NA,NA
2015,10,10,6,16,1335,1332,-3,15,1347,325,351,330,2614,2217,6,2200,2223,23,0,0,0,0,23,0,0
2015,3,15,7,1600,1710,1709,-1,15,1724,58,60,41,190,1805,4,1808,1809,1,0,0,NA,NA,NA,NA,NA
2015,12,28,1,2757,519,516,-3,17,533,61,52,24,102,557,11,620,608,-12,0,0,NA,NA,NA,NA,NA
2015,4,14,2,1835,2147,2203,16,17,2220,250,225,201,1590,2341,7,2357,2348,-9,0,0,NA,NA,NA,NA,NA
2015,2,3,2,500,2140,2140,0,36,2216,70,87,40,228,2356,11,2350,7,17,0,0,17,0,0,0,0
2015,10,2,5,705,2140,2139,-1,8,2147,75,65,53,390,2240,4,2255,2244,-11,0,0,NA,NA,NA,NA,NA
2015,3,4,3,855,720,718,-2,10,728,388,373,360,2607,1128,3,1148,1131,-17,0,0,NA,NA,NA,NA,NA
2015,12,30,3,1059,110,154,44,18,212,179,155,131,1188,623,6,609,629,20,0,0,0,0,20,0,0
2015,10,24,6,4219,1345,1342,-3,9,1351,75,66,53,345,1444,4,1500,1448,-12,0,0,NA,NA,NA,NA,NA
2015,9,13,7,392,825,817,-8,9,826,131,117,104,733,1110,4,1136,1114,-22,0,0,NA,NA,NA,NA,NA
2015,3,5,4,436,605,601,-4,15,616,140,122,101,836,857,6,925,903,-22,0,0,NA,NA,NA,NA,NA
2015,5,30,6,4603,1300,1251,-9,13,1304,119,107,89,680,1533,5,1559,1538,-21,0,0,NA,NA,NA,NA,NA
2015,4,6,1,2873,1409,1432,23,14,1446,101,101,75,451,1601,12,1550,1613,23,0,0,0,0,5,18,0
2015,12,5,6,3643,1305,1306,1,8,1314,245,239,225,1910,1959,6,2010,2005,-5,0,0,NA,NA,NA,NA,NA
2015,1,29,4,3397,1042,1040,-2,17,1057,48,50,27,125,1124,6,1130,1130,0,0,0,NA,NA,NA,NA,NA
2015,12,28,1,7382,600,553,-7,11,604,114,74,51,320,655,12,754,707,-47,0,0,NA,NA,NA,NA,NA
2015,11,9,1,3185,605,556,-9,17,613,101,101,39,196,652,45,746,737,-9,0,0,NA,NA,NA,NA,NA
2015,2,3,2,5171,1339,1342,3,4,1346,55,43,31,147,1517,8,1534,1525,-9,0,0,NA,NA,NA,NA,NA
2015,10,1,4,604,1756,1753,-3,14,1807,146,136,114,967,2101,8,2122,2109,-13,0,0,NA,NA,NA,NA,NA
2015,9,23,3,593,750,820,30,7,827,230,216,201,1609,1248,8,1240,1256,16,0,0,0,0,16,0,0
2015,10,11,7,1619,1940,1934,-6,11,1945,77,58,38,214,2023,9,2057,2032,-25,0,0,NA,NA,NA,NA,NA
2015,1,7,3,739,1359,1354,-5,11,1405,186,181,165,1069,1450,5,1505,1455,-10,0,0,NA,NA,NA,NA,NA
2015,10,29,4,2263,1122,1125,3,13,1138,168,165,143,926,1301,9,1310,1310,0,0,0,NA,NA,NA,NA,NA
2015,9,27,7,1512,1520,1515,-5,16,1531,224,214,189,1562,1940,9,2004,1949,-15,0,0,NA,NA,NA,NA,NA
2015,12,20,7,775,2100,2140,40,15,2155,208,190,172,1182,2347,3,2328,2350,22,0,0,0,0,17,5,0
2015,3,12,4,1980,1735,1741,6,11,1752,305,286,269,1986,1921,6,1940,1927,-13,0,0,NA,NA,NA,NA,NA
2015,12,26,6,1908,1750,1801,11,12,1813,131,112,95,599,1848,5,1901,1853,-8,0,0,NA,NA,NA,NA,NA
2015,10,10,6,4435,845,844,-1,12,856,95,88,71,458,1007,5,1020,1012,-8,0,0,NA,NA,NA,NA,NA
2015,9,18,5,272,600,552,-8,15,607,163,168,144,1076,831,9,843,840,-3,0,0,NA,NA,NA,NA,NA
2015,3,7,6,1285,655,652,-3,12,704,170,159,142,1164,1126,5,1145,1131,-14,0,0,NA,NA,NA,NA,NA
2015,2,26,4,896,1800,1800,0,11,1811,106,86,71,573,1922,4,1946,1926,-20,0,0,NA,NA,NA,NA,NA
2015,9,11,5,6263,905,852,-13,22,914,57,59,31,158,945,6,1002,951,-11,0,0,NA,NA,NA,NA,NA
2015,7,26,7,778,845,844,-1,8,852,80,77,62,409,1054,7,1105,1101,-4,0,0,NA,NA,NA,NA,NA
2015,3,1,7,2339,1945,2053,68,18,2111,132,126,101,802,2252,7,2157,2259,62,0,0,0,0,11,51,0
2015,7,15,3,1168,1015,1128,73,15,1143,192,172,150,1197,1513,7,1427,1520,53,0,0,53,0,0,0,0
2015,12,18,5,2386,2015,2010,-5,13,2023,88,77,61,447,2124,3,2143,2127,-16,0,0,NA,NA,NA,NA,NA
2015,11,6,5,6369,1040,1037,-3,26,1103,71,70,39,250,1142,5,1151,1147,-4,0,0,NA,NA,NA,NA,NA
2015,11,16,1,1447,1405,1358,-7,9,1407,173,151,139,1032,1626,3,1658,1629,-29,0,0,NA,NA,NA,NA,NA
2015,10,22,4,106,1645,1639,-6,10,1649,146,132,114,936,1943,8,2011,1951,-20,0,0,NA,NA,NA,NA,NA
2015,12,29,2,5214,1428,1532,64,13,1545,191,179,162,1050,1727,4,1639,1731,52,0,0,0,0,0,52,0
2015,5,3,7,6166,1427,1433,6,9,1442,120,106,90,589,1512,7,1527,1519,-8,0,0,NA,NA,NA,NA,NA
2015,8,19,3,652,710,711,1,21,732,138,119,93,632,905,5,928,910,-18,0,0,NA,NA,NA,NA,NA
2015,4,26,7,2849,2215,2211,-4,9,2220,160,158,133,1073,33,16,55,49,-6,0,0,NA,NA,NA,NA,NA
2015,12,27,7,1543,1240,1241,1,9,1250,172,152,136,853,1506,7,1532,1513,-19,0,0,NA,NA,NA,NA,NA
2015,3,10,2,2311,1530,1546,16,24,1610,200,185,156,1089,1846,5,1850,1851,1,0,0,NA,NA,NA,NA,NA
2015,5,13,3,692,1800,1804,4,14,1818,136,111,93,733,2051,4,2116,2055,-21,0,0,NA,NA,NA,NA,NA
2015,12,1,2,50,1620,1626,6,14,1640,575,564,539,4983,639,11,655,650,-5,0,0,NA,NA,NA,NA,NA
2015,8,17,1,73,1605,1612,7,17,1629,329,310,289,2398,1818,4,1834,1822,-12,0,0,NA,NA,NA,NA,NA
2015,10,26,1,430,1017,1003,-14,17,1020,153,150,114,837,1214,19,1250,1233,-17,0,0,NA,NA,NA,NA,NA
2015,8,14,5,2054,1835,1837,2,12,1849,158,154,135,1046,2104,7,2113,2111,-2,0,0,NA,NA,NA,NA,NA
2015,4,3,5,3950,905,902,-3,25,927,60,58,30,173,957,3,1005,1000,-5,0,0,NA,NA,NA,NA,NA
2015,9,22,2,32,1540,1547,7,10,1557,60,56,42,248,1639,4,1640,1643,3,0,0,NA,NA,NA,NA,NA
2015,6,17,3,1246,1245,1244,-1,14,1258,216,218,199,1589,1817,5,1821,1822,1,0,0,NA,NA,NA,NA,NA
2015,3,8,7,597,1855,1854,-1,18,1912,90,84,62,334,2014,4,2025,2018,-7,0,0,NA,NA,NA,NA,NA
2015,6,6,6,3131,1530,1546,16,9,1555,70,69,56,333,1651,4,1640,1655,15,0,0,0,0,7,8,0
2015,7,23,4,5501,2205,51,166,9,100,106,97,82,563,222,6,2351,228,157,0,0,0,0,157,0,0
2015,11,19,4,297,1330,1340,10,10,1350,190,174,159,1452,1829,5,1840,1834,-6,0,0,NA,NA,NA,NA,NA
2015,11,2,1,925,700,656,-4,8,704,75,68,55,337,759,5,815,804,-11,0,0,NA,NA,NA,NA,NA
2015,9,5,6,674,1312,1303,-9,13,1316,164,144,116,867,1412,15,1456,1427,-29,0,0,NA,NA,NA,NA,NA
2015,7,5,7,1801,615,608,-7,11,619,120,113,98,692,757,4,815,801,-14,0,0,NA,NA,NA,NA,NA
2015,12,6,7,2772,645,640,-5,10,650,60,41,27,134,717,4,745,721,-24,0,0,NA,NA,NA,NA,NA
2015,1,7,3,993,1745,1746,1,13,1759,100,102,85,426,1924,4,1925,1928,3,0,0,NA,NA,NA,NA,NA
2015,7,19,7,836,2055,2053,-2,27,2120,100,100,59,369,2219,14,2235,2233,-2,0,0,NA,NA,NA,NA,NA
2015,10,12,1,2165,645,639,-6,29,708,75,85,42,184,750,14,800,804,4,0,0,NA,NA,NA,NA,NA
2015,7,26,7,910,1700,1654,-6,11,1705,95,89,74,546,1819,4,1835,1823,-12,0,0,NA,NA,NA,NA,NA
2015,11,11,3,7364,914,910,-4,14,924,75,69,51,257,1015,4,1029,1019,-10,0,0,NA,NA,NA,NA,NA
2015,5,30,6,1173,715,709,-6,21,730,161,160,128,921,938,11,956,949,-7,0,0,NA,NA,NA,NA,NA
2015,1,2,5,4721,1005,1042,37,8,1050,130,129,114,622,1144,7,1115,1151,36,0,0,0,0,8,28,0
2015,5,21,4,24,630,629,-1,13,642,329,289,273,2475,1415,3,1459,1418,-41,0,0,NA,NA,NA,NA,NA
2015,7,21,2,528,1810,1817,7,16,1833,167,165,144,1044,1857,5,1857,1902,5,0,0,NA,NA,NA,NA,NA
2015,3,18,3,1416,1125,1124,-1,19,1143,90,88,64,421,1247,5,1255,1252,-3,0,0,NA,NA,NA,NA,NA
2015,4,18,6,2005,1805,1805,0,26,1831,117,118,90,632,2001,2,2002,2003,1,0,0,NA,NA,NA,NA,NA
2015,8,26,3,991,1205,1201,-4,14,1215,118,104,84,594,1339,6,1403,1345,-18,0,0,NA,NA,NA,NA,NA
2015,7,16,4,1565,910,906,-4,11,917,102,100,73,469,1030,16,1052,1046,-6,0,0,NA,NA,NA,NA,NA
2015,12,4,5,1462,1759,1750,-9,15,1805,118,106,80,526,1925,11,1957,1936,-21,0,0,NA,NA,NA,NA,NA
2015,7,25,6,1080,1935,2019,44,9,2028,150,140,127,972,2135,4,2105,2139,34,0,0,0,0,34,0,0
2015,6,19,5,806,1145,1145,0,12,1157,260,258,221,1750,1338,25,1405,1403,-2,0,0,NA,NA,NA,NA,NA
2015,2,14,6,336,810,815,5,18,833,172,145,118,925,1031,9,1102,1040,-22,0,0,NA,NA,NA,NA,NA
2015,12,25,5,160,1015,1013,-2,20,1033,83,75,49,280,1122,6,1138,1128,-10,0,0,NA,NA,NA,NA,NA
2015,8,2,7,1160,1217,1213,-4,13,1226,118,102,79,534,1345,10,1415,1355,-20,0,0,NA,NA,NA,NA,NA
2015,1,22,4,812,1050,1045,-5,17,1102,130,120,95,606,1137,8,1200,1145,-15,0,0,NA,NA,NA,NA,NA
2015,8,27,4,12,700,701,1,12,713,340,336,313,2586,1526,11,1540,1537,-3,0,0,NA,NA,NA,NA,NA
2015,7,14,2,3419,1925,1918,-7,9,1927,81,67,46,268,2013,12,2046,2025,-21,0,0,NA,NA,NA,NA,NA
2015,8,3,1,667,1900,1919,19,10,1929,120,108,94,641,2003,4,2000,2007,7,0,0,NA,NA,NA,NA,NA
2015,6,1,1,846,600,557,-3,16,613,215,217,195,1587,1228,6,1235,1234,-1,0,0,NA,NA,NA,NA,NA
2015,5,12,2,793,1415,1410,-5,9,1419,140,128,112,834,1611,7,1635,1618,-17,0,0,NA,NA,NA,NA,NA
2015,7,21,2,795,1130,1123,-7,14,1137,96,79,63,280,1240,2,1306,1242,-24,0,0,NA,NA,NA,NA,NA
2015,1,30,5,4727,1450,1507,17,9,1516,75,57,42,240,1658,6,1705,1704,-1,0,0,NA,NA,NA,NA,NA
2015,12,21,1,3158,1825,1827,2,11,1838,185,184,168,1447,2326,5,2330,2331,1,0,0,NA,NA,NA,NA,NA
2015,6,3,3,1150,1624,1635,11,9,1644,151,127,106,888,1930,12,1955,1942,-13,0,0,NA,NA,NA,NA,NA
2015,3,30,1,2280,1835,1848,13,20,1908,67,64,38,175,1946,6,1942,1952,10,0,0,NA,NA,NA,NA,NA
2015,11,18,3,123,630,627,-3,26,653,90,91,62,417,755,3,800,758,-2,0,0,NA,NA,NA,NA,NA
2015,11,1,7,3104,1020,1019,-1,7,1026,185,173,163,1390,1509,3,1525,1512,-13,0,0,NA,NA,NA,NA,NA
2015,7,6,1,803,2050,39,229,7,46,95,87,73,472,59,7,2125,106,221,0,0,0,0,0,221,0
2015,1,13,2,4366,615,612,-3,18,630,125,125,102,587,712,5,720,717,-3,0,0,NA,NA,NA,NA,NA
2015,9,18,5,4488,1905,1924,19,9,1933,64,56,41,224,2014,6,2009,2020,11,0,0,NA,NA,NA,NA,NA
2015,8,19,3,2242,800,751,-9,17,808,68,57,32,134,940,8,1008,948,-20,0,0,NA,NA,NA,NA,NA
2015,1,17,6,2715,1020,1033,13,12,1045,185,192,175,1276,1440,5,1425,1445,20,0,0,7,0,13,0,0
2015,12,22,2,2298,910,908,-2,9,917,70,66,52,337,1109,5,1120,1114,-6,0,0,NA,NA,NA,NA,NA
2015,8,25,2,1882,1115,1109,-6,14,1123,61,59,40,130,1203,5,1216,1208,-8,0,0,NA,NA,NA,NA,NA
2015,10,1,4,2105,1305,1310,5,11,1321,320,301,283,2173,1504,7,1525,1511,-14,0,0,NA,NA,NA,NA,NA
2015,1,31,6,344,1715,1719,4,16,1735,226,224,202,1709,2257,6,2301,2303,2,0,0,NA,NA,NA,NA,NA
2015,6,17,3,3299,1300,1302,2,13,1315,65,63,45,283,1400,5,1405,1405,0,0,0,NA,NA,NA,NA,NA
2015,2,26,4,4465,1920,1918,-2,43,2001,112,128,80,574,2221,5,2212,2226,14,0,0,NA,NA,NA,NA,NA
2015,5,12,2,3739,1120,1119,-1,10,1129,140,127,111,842,1320,6,1340,1326,-14,0,0,NA,NA,NA,NA,NA
2015,10,31,6,782,1315,1313,-2,12,1325,155,142,126,1076,1731,4,1750,1735,-15,0,0,NA,NA,NA,NA,NA
2015,5,14,4,2143,1500,NA,NA,NA,NA,81,NA,NA,214,NA,NA,1621,NA,NA,0,1,NA,NA,NA,NA,NA
2015,1,14,3,595,1005,1011,6,19,1030,220,203,177,1587,1527,7,1545,1534,-11,0,0,NA,NA,NA,NA,NA
2015,4,4,6,1412,1415,1528,73,12,1540,168,165,130,1121,1850,23,1803,1913,70,0,0,0,0,70,0,0
2015,11,2,1,3543,845,901,16,21,922,55,60,37,164,959,2,940,1001,21,0,0,5,0,0,0,16
2015,7,2,4,2139,1200,1205,5,13,1218,89,86,70,399,1328,3,1329,1331,2,0,0,NA,NA,NA,NA,NA
2015,11,2,1,1803,1330,1329,-1,13,1342,93,87,69,356,1451,5,1503,1456,-7,0,0,NA,NA,NA,NA,NA
2015,8,26,3,1914,836,832,-4,26,858,123,118,85,589,923,7,939,930,-9,0,0,NA,NA,NA,NA,NA
2015,12,21,1,2293,1955,1948,-7,14,2002,165,149,130,1192,2312,5,2340,2317,-23,0,0,NA,NA,NA,NA,NA
2015,10,1,4,6117,1555,1556,1,30,1626,114,119,84,557,1750,5,1749,1755,6,0,0,NA,NA,NA,NA,NA
2015,12,17,4,40,1600,1905,185,15,1920,60,61,41,239,2001,5,1700,2006,186,0,0,1,0,91,94,0
2015,1,19,1,4749,1740,1734,-6,11,1745,150,133,116,793,1841,6,1910,1847,-23,0,0,NA,NA,NA,NA,NA
2015,9,18,5,3255,1219,1211,-8,27,1238,119,124,92,642,1410,5,1418,1415,-3,0,0,NA,NA,NA,NA,NA
2015,10,27,2,667,1955,1950,-5,17,2007,253,289,234,1660,2201,38,2208,2239,31,0,0,31,0,0,0,0
2015,5,21,4,1524,830,825,-5,20,845,225,208,182,1590,1347,6,1415,1353,-22,0,0,NA,NA,NA,NA,NA
2015,3,17,2,2229,625,652,27,22,714,96,97,72,349,826,3,801,829,28,0,0,1,0,27,0,0
2015,5,12,2,1260,1850,1844,-6,7,1851,178,146,134,986,2005,5,2048,2010,-38,0,0,NA,NA,NA,NA,NA
2015,2,19,4,466,700,646,-14,16,702,157,188,137,954,919,35,937,954,17,0,0,17,0,0,0,0
2015,5,21,4,696,2240,2236,-4,24,2300,282,262,234,2125,554,4,622,558,-24,0,0,NA,NA,NA,NA,NA
2015,4,26,7,255,1835,1830,-5,7,1837,100,89,75,543,1952,7,2015,1959,-16,0,0,NA,NA,NA,NA,NA
2015,3,4,3,391,1630,1653,23,12,1705,55,49,32,189,1737,5,1725,1742,17,0,0,0,0,0,17,0
2015,9,11,5,2,1440,1549,69,17,1606,320,315,287,2556,2353,11,2300,4,64,0,0,0,0,64,0,0
2015,12,5,6,432,1140,1128,-12,14,1142,405,386,365,2845,1447,7,1525,1454,-31,0,0,NA,NA,NA,NA,NA
2015,3,8,7,333,757,752,-5,10,802,37,40,25,102,827,5,834,832,-2,0,0,NA,NA,NA,NA,NA
2015,2,20,5,5109,600,555,-5,12,607,116,101,82,425,729,7,756,736,-20,0,0,NA,NA,NA,NA,NA
2015,7,9,4,675,805,759,-6,17,816,67,62,39,177,855,6,912,901,-11,0,0,NA,NA,NA,NA,NA
2015,9,23,3,1216,1445,1435,-10,19,1454,177,171,146,1199,1920,6,1942,1926,-16,0,0,NA,NA,NA,NA,NA
2015,5,21,4,495,2235,NA,NA,NA,NA,80,NA,NA,370,NA,NA,2355,NA,NA,0,1,NA,NA,NA,NA,NA
2015,2,2,1,315,1715,1722,7,11,1733,345,325,308,2218,1941,6,2000,1947,-13,0,0,NA,NA,NA,NA,NA
2015,11,14,6,26,1515,1511,-4,15,1526,330,329,307,2603,2233,7,2245,2240,-5,0,0,NA,NA,NA,NA,NA
2015,6,7,7,458,1859,1858,-1,39,1937,259,238,192,1521,2149,7,2218,2156,-22,0,0,NA,NA,NA,NA,NA
2015,7,6,1,1203,2246,2234,-12,36,2310,237,242,199,1598,229,7,243,236,-7,0,0,NA,NA,NA,NA,NA
2015,8,3,1,5595,1931,1928,-3,26,1954,90,97,66,433,2100,5,2101,2105,4,0,0,NA,NA,NA,NA,NA
2015,5,9,6,2210,1230,1225,-5,14,1239,337,340,318,2677,2057,8,2107,2105,-2,0,0,NA,NA,NA,NA,NA
2015,11,17,2,1215,700,659,-1,24,723,237,259,221,1726,1304,14,1257,1318,21,0,0,21,0,0,0,0
2015,11,18,3,114,800,749,-11,15,804,171,171,152,1097,1036,4,1051,1040,-11,0,0,NA,NA,NA,NA,NA
2015,4,28,2,2753,848,844,-4,28,912,57,65,29,119,941,8,945,949,4,0,0,NA,NA,NA,NA,NA
2015,10,18,7,3251,1512,1504,-8,10,1514,132,120,99,716,1653,11,1724,1704,-20,0,0,NA,NA,NA,NA,NA
2015,2,3,2,2513,840,854,14,11,905,175,161,145,919,1130,5,1135,1135,0,0,0,NA,NA,NA,NA,NA
